Log file open, 12/16/22 18:05:56
[2022.12.16-17.17.08:262][163]LogContentBrowser: Deferred new asset file creation: NewBlueprint
[2022.12.16-17.17.08:270][163]LogContentBrowser: Creating deferred item: NewBlueprint
[2022.12.16-17.17.08:272][164]LogAutomationController: Ignoring very large delta of 92.03 seconds in calls to FAutomationControllerManager::Tick() and not penalizing unresponsive tests
[2022.12.16-17.17.08:290][165]LogContentBrowser: Renaming the item being created (Deferred Item: NewBlueprint).
[2022.12.16-17.17.08:325][166]LogContentBrowser: Attempting asset rename: NewBlueprint -> NewBlueprint
[2022.12.16-17.17.08:367][166]LogContentBrowser: End creating deferred item NewBlueprint
[2022.12.16-17.17.10:525][307]LogAssetEditorSubsystem: Opening Asset editor for Blueprint /Game/Blueprints/Characters/NewBlueprint.NewBlueprint
[2022.12.16-17.17.10:525][307]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2022.12.16-17.17.11:322][307]LogViewport: Scene viewport resized to 953x617, mode Windowed.
[2022.12.16-17.17.18:888][685]LogSlate: Took 0.026507 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Italic.ttf' (157K)
[2022.12.16-17.17.21:671][914]LogSlate: Window 'NewBlueprint' being destroyed
[2022.12.16-17.17.21:677][914]LogSlate: Window 'NewBlueprint' being destroyed
[2022.12.16-17.17.21:682][914]LogWorld: UWorld::CleanupWorld for World_3, bSessionEnded=true, bCleanupResources=true
[2022.12.16-17.17.21:682][914]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2022.12.16-17.17.30:724][192]LogEditorClassViewer: Warning: Class /Script/InteractiveToolsFramework.GizmoActor has parent /Script/InteractiveToolsFramework.InternalToolFrameworkActor, but this parent is not found. The Class will not be shown in ClassViewer.
[2022.12.16-17.17.30:725][192]LogEditorClassViewer: Warning: Class /Script/ModelingComponents.PreviewGeometryActor has parent /Script/InteractiveToolsFramework.InternalToolFrameworkActor, but this parent is not found. The Class will not be shown in ClassViewer.
[2022.12.16-17.17.30:725][192]LogEditorClassViewer: Warning: Class /Script/ModelingComponents.PreviewMeshActor has parent /Script/InteractiveToolsFramework.InternalToolFrameworkActor, but this parent is not found. The Class will not be shown in ClassViewer.
[2022.12.16-17.17.40:619][192]LogSlate: Window 'Pick Parent Class' being destroyed
[2022.12.16-17.17.40:626][192]LogContentBrowser: Deferred new asset file creation: NewBlueprint1
[2022.12.16-17.17.40:634][192]LogContentBrowser: Creating deferred item: NewBlueprint1
[2022.12.16-17.17.40:636][192]LogAutomationController: Ignoring very large delta of 15.12 seconds in calls to FAutomationControllerManager::Tick() and not penalizing unresponsive tests
[2022.12.16-17.17.40:647][193]LogContentBrowser: Renaming the item being created (Deferred Item: NewBlueprint1).
[2022.12.16-17.17.43:985][404]LogContentBrowser: Attempting asset rename: NewBlueprint1 -> Camera
[2022.12.16-17.17.44:003][404]LogContentBrowser: End creating deferred item NewBlueprint1
[2022.12.16-17.17.48:118][716]LogMetaData: Removing '/Game/Blueprints/Characters/RenameTmp.RenameTmp:UserConstructionScript.K2Node_FunctionEntry_0' ref from Metadata '/Game/Blueprints/Characters/Camera.PackageMetaData'
[2022.12.16-17.17.48:118][716]LogMetaData: Removing '/Game/Blueprints/Characters/RenameTmp.SKEL_RenameTmp_C:UserConstructionScript' ref from Metadata '/Game/Blueprints/Characters/Camera.PackageMetaData'
[2022.12.16-17.17.48:118][716]LogMetaData: Removing '/Game/Blueprints/Characters/RenameTmp.SKEL_RenameTmp_C' ref from Metadata '/Game/Blueprints/Characters/Camera.PackageMetaData'
[2022.12.16-17.17.48:118][716]LogMetaData: Removing '/Game/Blueprints/Characters/RenameTmp.RenameTmp_C' ref from Metadata '/Game/Blueprints/Characters/Camera.PackageMetaData'
[2022.12.16-17.17.48:118][716]LogMetaData: Removing '/Game/Blueprints/Characters/RenameTmp.RenameTmp:EventGraph.K2Node_Event_0' ref from Metadata '/Game/Blueprints/Characters/Camera.PackageMetaData'
[2022.12.16-17.17.48:118][716]LogMetaData: Removing '/Game/Blueprints/Characters/RenameTmp.RenameTmp:EventGraph.K2Node_Event_1' ref from Metadata '/Game/Blueprints/Characters/Camera.PackageMetaData'
[2022.12.16-17.17.48:118][716]LogMetaData: Removing '/Game/Blueprints/Characters/RenameTmp.RenameTmp:EventGraph.K2Node_Event_2' ref from Metadata '/Game/Blueprints/Characters/Camera.PackageMetaData'
[2022.12.16-17.17.48:229][716]LogUObjectHash: Compacting FUObjectHashTables data took   1.51ms
[2022.12.16-17.17.48:258][716]LogUObjectHash: Compacting FUObjectHashTables data took   1.27ms
[2022.12.16-17.17.48:285][716]LogUObjectHash: Compacting FUObjectHashTables data took   0.58ms
[2022.12.16-17.17.48:287][716]LogMetaData: Removing '/Game/Blueprints/Characters/Camera.Camera_C' ref from Metadata '/Game/Blueprints/Characters/RenameTmp.PackageMetaData'
[2022.12.16-17.17.48:287][716]LogMetaData: Removing '/Game/Blueprints/Characters/Camera.SKEL_Camera_C' ref from Metadata '/Game/Blueprints/Characters/RenameTmp.PackageMetaData'
[2022.12.16-17.17.48:287][716]LogMetaData: Removing '/Game/Blueprints/Characters/Camera.SKEL_Camera_C:UserConstructionScript' ref from Metadata '/Game/Blueprints/Characters/RenameTmp.PackageMetaData'
[2022.12.16-17.17.48:287][716]LogMetaData: Removing '/Game/Blueprints/Characters/Camera.Camera:UserConstructionScript.K2Node_FunctionEntry_0' ref from Metadata '/Game/Blueprints/Characters/RenameTmp.PackageMetaData'
[2022.12.16-17.17.48:287][716]LogMetaData: Removing '/Game/Blueprints/Characters/Camera.Camera:EventGraph.K2Node_Event_0' ref from Metadata '/Game/Blueprints/Characters/RenameTmp.PackageMetaData'
[2022.12.16-17.17.48:287][716]LogMetaData: Removing '/Game/Blueprints/Characters/Camera.Camera:EventGraph.K2Node_Event_1' ref from Metadata '/Game/Blueprints/Characters/RenameTmp.PackageMetaData'
[2022.12.16-17.17.48:287][716]LogMetaData: Removing '/Game/Blueprints/Characters/Camera.Camera:EventGraph.K2Node_Event_2' ref from Metadata '/Game/Blueprints/Characters/RenameTmp.PackageMetaData'
[2022.12.16-17.17.48:326][716]LogUObjectHash: Compacting FUObjectHashTables data took   1.29ms
[2022.12.16-17.17.48:354][716]LogUObjectHash: Compacting FUObjectHashTables data took   1.32ms
[2022.12.16-17.17.48:382][716]LogUObjectHash: Compacting FUObjectHashTables data took   0.58ms
[2022.12.16-17.17.50:995][ 18]LogAssetEditorSubsystem: Opening Asset editor for Blueprint /Game/Blueprints/Characters/NewBlueprint.NewBlueprint
[2022.12.16-17.17.50:996][ 18]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2022.12.16-17.17.54:095][172]LogSlate: Window 'NewBlueprint' being destroyed
[2022.12.16-17.17.54:111][172]LogWorld: UWorld::CleanupWorld for World_4, bSessionEnded=true, bCleanupResources=true
[2022.12.16-17.17.54:111][172]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2022.12.16-17.17.54:149][172]LogAssetEditorSubsystem: Opening Asset editor for Blueprint /Game/Blueprints/Characters/NewBlueprint.NewBlueprint
[2022.12.16-17.17.54:149][172]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2022.12.16-17.17.54:812][172]LogSlate: Took 0.008264 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-BoldCondensed.ttf' (158K)
[2022.12.16-17.18.03:049][753]LogShaderCompilers: Display: ================================================
[2022.12.16-17.18.03:050][753]LogShaderCompilers: Display: === FShaderJobCache stats ===
[2022.12.16-17.18.03:050][753]LogShaderCompilers: Display: Total job queries 105, among them cache hits 3 (2.86%)
[2022.12.16-17.18.03:050][753]LogShaderCompilers: Display: Tracking 99 distinct input hashes that result in 83 distinct outputs (83.84%)
[2022.12.16-17.18.03:050][753]LogShaderCompilers: Display: RAM used: 0.87 MB (0.00 GB) of 819.20 MB (0.80 GB) budget. Usage: 0.11%
[2022.12.16-17.18.03:050][753]LogShaderCompilers: Display: === Shader Compilation stats ===
[2022.12.16-17.18.03:050][753]LogShaderCompilers: Display: Shaders Compiled: 99
[2022.12.16-17.18.03:050][753]LogShaderCompilers: Display: Jobs assigned 102, completed 99 (97.06%)
[2022.12.16-17.18.03:050][753]LogShaderCompilers: Display: Average time worker was idle: 61.47 s
[2022.12.16-17.18.03:050][753]LogShaderCompilers: Display: Time job spent in pending queue: average 7.13 s, longest 31.60 s
[2022.12.16-17.18.03:050][753]LogShaderCompilers: Display: Job execution time: average 13.06 s, max 32.07 s
[2022.12.16-17.18.03:050][753]LogShaderCompilers: Display: Job life time (pending + execution): average 20.40 s, max 32.97
[2022.12.16-17.18.03:050][753]LogShaderCompilers: Display: Time at least one job was in flight (either pending or executed): 43.05 s
[2022.12.16-17.18.03:050][753]LogShaderCompilers: Display: Jobs were issued in 63 batches (only local compilation was used), average 1.62 jobs/batch
[2022.12.16-17.18.03:050][753]LogShaderCompilers: Display: Average processing rate: 2.30 jobs/sec
[2022.12.16-17.18.03:050][753]LogShaderCompilers: Display: Total thread time: 157.75 s
[2022.12.16-17.18.03:050][753]LogShaderCompilers: Display: Total thread preprocess time: 11.29 s
[2022.12.16-17.18.03:050][753]LogShaderCompilers: Display: Percentage time preprocessing: 7.16%
[2022.12.16-17.18.03:050][753]LogShaderCompilers: Display: Effective parallelization: 3.66 (times faster than compiling all shaders on one thread). Compare with number of workers: 8
[2022.12.16-17.18.03:050][753]LogShaderCompilers: Display: Top 5 most expensive shader types by average time:
[2022.12.16-17.18.03:050][753]LogShaderCompilers: Display:                                   FCloudRenderViewPS111false (compiled    1 times, average 3.50 sec, max 3.50 sec, min 3.50 sec)
[2022.12.16-17.18.03:050][753]LogShaderCompilers: Display:                                   FCloudRenderViewPS110false (compiled    1 times, average 2.78 sec, max 2.78 sec, min 2.78 sec)
[2022.12.16-17.18.03:050][753]LogShaderCompilers: Display:                                   FCloudRenderViewPS010false (compiled    1 times, average 2.63 sec, max 2.63 sec, min 2.63 sec)
[2022.12.16-17.18.03:050][753]LogShaderCompilers: Display:                           FRenderVolumetricCloudRenderViewCS (compiled   17 times, average 2.51 sec, max 3.66 sec, min 1.84 sec)
[2022.12.16-17.18.03:050][753]LogShaderCompilers: Display:                                    FCloudRenderViewPS000true (compiled    1 times, average 2.40 sec, max 2.40 sec, min 2.40 sec)
[2022.12.16-17.18.03:050][753]LogShaderCompilers: Display: Top 5 shader types by total compile time:
[2022.12.16-17.18.03:050][753]LogShaderCompilers: Display:                           FRenderVolumetricCloudRenderViewCS - 27.01% of total time (compiled   17 times, average 2.51 sec, max 3.66 sec, min 1.84 sec)
[2022.12.16-17.18.03:050][753]LogShaderCompilers: Display:                                 TBasePassPSFNoLightMapPolicy - 9.03% of total time (compiled   10 times, average 1.43 sec, max 2.05 sec, min 1.03 sec)
[2022.12.16-17.18.03:050][753]LogShaderCompilers: Display:                                 TBasePassVSFNoLightMapPolicy - 8.48% of total time (compiled   10 times, average 1.34 sec, max 2.05 sec, min 1.04 sec)
[2022.12.16-17.18.03:050][753]LogShaderCompilers: Display:                                                 FLumenCardVS - 6.16% of total time (compiled    8 times, average 1.22 sec, max 2.05 sec, min 0.83 sec)
[2022.12.16-17.18.03:050][753]LogShaderCompilers: Display:                                          FLumenCardPS<false> - 5.52% of total time (compiled    9 times, average 0.97 sec, max 2.05 sec, min 0.51 sec)
[2022.12.16-17.18.03:050][753]LogShaderCompilers: Display: ================================================
[2022.12.16-17.18.04:216][817]LogViewport: Scene viewport resized to 953x617, mode Windowed.
[2022.12.16-17.19.15:428][719]BlueprintLog: New page: Compile NewBlueprint
[2022.12.16-17.19.15:501][719]LogUObjectHash: Compacting FUObjectHashTables data took   1.31ms
[2022.12.16-17.19.44:634][224]LogSlate: Window 'NewBlueprint' being destroyed
[2022.12.16-17.19.44:640][224]LogSlate: Window 'NewBlueprint' being destroyed
[2022.12.16-17.19.44:646][224]LogWorld: UWorld::CleanupWorld for World_5, bSessionEnded=true, bCleanupResources=true
[2022.12.16-17.19.44:646][224]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2022.12.16-17.19.49:010][580]LogUObjectHash: Compacting FUObjectHashTables data took   1.29ms
[2022.12.16-17.19.49:032][580]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2022.12.16-17.19.49:083][580]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/Blueprints/FPSG" FILE="../../../../../fme2/fme2/Content/Blueprints/FPSG.uasset" SILENT=true
[2022.12.16-17.19.49:133][580]LogPackageLocalizationCache: Processed 43 localized package path(s) for 1 prioritized culture(s) in 0.023546 seconds
[2022.12.16-17.19.49:162][580]LogSerialization: UsePackageTrailer: 'true'
[2022.12.16-17.19.49:185][580]LogSavePackage: Moving output files for package: /Game/Blueprints/FPSG
[2022.12.16-17.19.49:185][580]LogSavePackage: Moving '../../../../../fme2/fme2/Saved/FPSGD8592A0440B58CAD8B7A2F87DC7FEA6D.tmp' to '../../../../../fme2/fme2/Content/Blueprints/FPSG.uasset'
[2022.12.16-17.19.49:234][580]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/Blueprints/Characters/NewBlueprint" FILE="../../../../../fme2/fme2/Content/Blueprints/Characters/NewBlueprint.uasset" SILENT=true
[2022.12.16-17.19.49:254][580]LogSavePackage: Moving output files for package: /Game/Blueprints/Characters/NewBlueprint
[2022.12.16-17.19.49:254][580]LogSavePackage: Moving '../../../../../fme2/fme2/Saved/NewBlueprintE479AE8741EF59DE72ADB2BBC83F20D3.tmp' to '../../../../../fme2/fme2/Content/Blueprints/Characters/NewBlueprint.uasset'
[2022.12.16-17.19.49:258][580]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/Blueprints/Characters/Camera" FILE="../../../../../fme2/fme2/Content/Blueprints/Characters/Camera.uasset" SILENT=true
[2022.12.16-17.19.49:275][580]LogSavePackage: Moving output files for package: /Game/Blueprints/Characters/Camera
[2022.12.16-17.19.49:276][580]LogSavePackage: Moving '../../../../../fme2/fme2/Saved/Camera6AD04B5B441DB4B015A90BBFFA3A9104.tmp' to '../../../../../fme2/fme2/Content/Blueprints/Characters/Camera.uasset'
[2022.12.16-17.19.49:283][580]LogFileHelpers: InternalPromptForCheckoutAndSave took 263 ms
[2022.12.16-17.19.49:303][580]AssetCheck: New page: Asset Save: multiple assets
[2022.12.16-17.19.49:304][580]LogContentValidation: Display: Validating /Script/Engine.Blueprint /Game/Blueprints/FPSG.FPSG
[2022.12.16-17.19.49:304][580]LogContentValidation: Display: Validating /Script/Engine.Blueprint /Game/Blueprints/Characters/Camera.Camera
[2022.12.16-17.19.49:304][580]LogContentValidation: Display: Validating /Script/Engine.Blueprint /Game/Blueprints/Characters/NewBlueprint.NewBlueprint
[2022.12.16-17.21.37:375][793]LogContentBrowser: Deferred new asset folder creation: NewFolder
[2022.12.16-17.21.37:394][793]LogContentBrowser: Creating deferred item: NewFolder
[2022.12.16-17.21.37:411][794]LogContentBrowser: Renaming the item being created (Deferred Item: NewFolder).
[2022.12.16-17.21.44:475][331]LogContentBrowser: Attempting asset rename: NewFolder -> NewFolder
[2022.12.16-17.21.44:475][331]LogContentBrowser: End creating deferred item NewFolder
[2022.12.16-17.22.03:830][482]LogFactory: FactoryCreateFile: StaticMesh with FbxFactory (0 0 C:/Users/RyzenRX580/Downloads/character_solider_PH.fbx)
[2022.12.16-17.22.03:966][482]LogFbx: Loading FBX Scene from C:/Users/RyzenRX580/Downloads/character_solider_PH.fbx
[2022.12.16-17.22.04:029][482]LogFbx: FBX Scene Loaded Succesfully
[2022.12.16-17.24.50:597][482]LogSlate: Window 'FBX Import Options' being destroyed
[2022.12.16-17.24.50:709][482]LogFbx: Valid bind pose for Pose (skinCluster1) - Soldier_head
[2022.12.16-17.24.50:709][482]LogFbx: Valid bind pose for Pose (skinCluster2) - Soldier_head
[2022.12.16-17.24.50:807][482]LogMaterial: Display: Material /Game/Blueprints/Characters/Soldier_body1.Soldier_body1 needed to have new flag set bUsedWithSkeletalMesh !
[2022.12.16-17.24.50:949][482]LogEditorFactories: Display: Image imported as : TSF BGRA8
[2022.12.16-17.24.51:012][482]LogEditorFactories: Display: Image imported as : TSF BGRA8
[2022.12.16-17.24.51:030][482]LogEditorFactories: Display: Image imported as : TSF BGRA8
[2022.12.16-17.24.51:051][482]LogTexture: Display: Building textures: /Game/Blueprints/Characters/Soldier_Body_specular.Soldier_Body_specular (TFO_AutoDXT, 512x512 x1x1x1) (Required Memory Estimate: 45.145823 MB), EncodeSpeed: Fast
[2022.12.16-17.24.51:052][482]LogTexture: Display: Building textures: /Game/Blueprints/Characters/Soldier_Body_normal.Soldier_Body_normal (TFO_BC5, 512x512 x1x1x1) (Required Memory Estimate: 81.562488 MB), EncodeSpeed: Fast
[2022.12.16-17.24.51:052][482]LogTexture: Display: Building textures: /Game/Blueprints/Characters/Soldier_Body_diffuse.Soldier_Body_diffuse (TFO_AutoDXT, 1024x1024 x1x1x1) (Required Memory Estimate: 101.645823 MB), EncodeSpeed: Fast
[2022.12.16-17.24.51:235][482]LogMaterial: Display: Material /Game/Blueprints/Characters/Soldier_head6.Soldier_head6 needed to have new flag set bUsedWithSkeletalMesh !
[2022.12.16-17.24.51:329][482]LogEditorFactories: Display: Image imported as : TSF BGRA8
